ivc_id=0 max_peers=2 peer_id=0 target_peer=1 out_sec_size=4096 counter=stable-counter freq=100000000
seq,t1,t2,t3,t4,offset_cycles,latency_cycles,offset_us,latency_us
86,21079630753,3496205250,3496205259,21158557487,-17622888865,39463362,-176228888.650,394633.620
87,21158663468,3501192900,3501192908,21163545084,-17659911372,2440804,-176599113.720,24408.040
88,21163651028,3502200344,3502200352,21164552561,-17661901446,450762,-176619014.460,4507.620
89,21164658382,3522196469,3522196475,21184548770,-17652407104,9945191,-176524071.040,99451.910
90,21184654752,3601193066,3601193077,21263545342,-17622906975,39445289,-176229069.750,394452.890
91,21263651157,3684193871,3684193880,21346546171,-17620904788,41447502,-176209047.880,414475.020
92,21346652092,3685200353,3685200362,21347552628,-17661902002,450263,-176619020.020,4502.630
93,21347658520,3701193110,3701193120,21363545330,-17654408810,7943400,-176544088.100,79434.000
94,21363651230,3705174934,3705174943,21367527099,-17660414226,1937930,-176604142.260,19379.300
95,21367632936,3800175596,3800175605,21462527749,-17614904742,47447402,-176149047.420,474474.020
96,21462633569,3801193009,3801193017,21463545190,-17661896366,455806,-176618963.660,4558.060
97,21463650950,3896193737,3896193746,21558546187,-17614904827,47447614,-176149048.270,474476.140
98,21558652121,3901192983,3901192991,21563545211,-17659905679,2446541,-176599056.790,24465.410
99,21563651107,3902200400,3902200409,21564552642,-17661901470,450763,-176619014.700,4507.630
100,21564658466,3922194228,3922194238,21584546477,-17652408238,9944000,-176524082.380,99440.000
summary: samples=100 offset_avg_cycles=-17650251033.870 offset_avg_us=-176502510.339 latency_avg_cycles=12101362.230 offset_min=-17662253786 offset_max=-17614904693
