ivc_id=0 max_peers=2 peer_id=0 target_peer=1 out_sec_size=4096 counter=stable-counter freq=100000000
seq,t1,t2,t3,t4,offset_cycles,latency_cycles,offset_us,latency_us
79,23963650996,6396193608,6396193617,24058545862,-17614904816,47447428,-176149048.160,474474.280
80,24058651817,6401192962,6401192970,24063545135,-17659905510,2446655,-176599055.100,24466.550
81,24063650945,6402200350,6402200359,24064552592,-17661901414,450819,-176619014.140,4508.190
82,24064658368,6422193321,6422193328,24084545662,-17652408690,9943643,-176524086.900,99436.430
83,24084651627,6447184915,6447184922,24109537161,-17649909475,12442763,-176499094.750,124427.630
84,24109643013,6501193106,6501193114,24163545653,-17635401223,26951316,-176354012.230,269513.160
85,24163651676,6591194035,6591194042,24253546361,-17617404980,44947339,-176174049.800,449473.390
86,24253654238,6592200380,6592200388,24254552648,-17661903059,449201,-176619030.590,4492.010
87,24254658528,6601193179,6601193190,24263545368,-17657908763,4443414,-176579087.630,44434.140
88,24263651272,6612177795,6612177801,24274530040,-17656912858,5439381,-176569128.580,54393.810
89,24274635930,6701193035,6701193042,24363545359,-17617897606,44454711,-176178976.060,444547.110
90,24363651318,6702200435,6702200444,24364552640,-17661901539,450656,-176619015.390,4506.560
91,24364658443,6722194824,6722194829,24384547073,-17652407931,9944312,-176524079.310,99443.120
92,24384652962,6746189531,6746189540,24408541829,-17650407860,11944429,-176504078.600,119444.290
93,24408647629,6801193903,6801193913,24463546142,-17634902977,27449251,-176349029.770,274492.510
94,24463652069,6848209192,6848209201,24510561537,-17638897606,23454729,-176388976.060,234547.290
95,24510667383,6849188802,6849188810,24511541033,-17661915402,436821,-176619154.020,4368.210
96,24511646924,6868750266,6868750275,24531102500,-17652624441,9727783,-176526244.410,97277.830
97,24531208468,6899189136,6899189144,24561541467,-17647185827,15166495,-176471858.270,151664.950
98,24561647284,6901193853,6901193863,24563546021,-17661402794,949363,-176614027.940,9493.630
99,24563651788,6939115690,6939115694,24601468069,-17643444236,18908138,-176434442.360,189081.380
100,24601574006,6950189205,6950189212,24612541493,-17656868541,5483740,-176568685.410,54837.400
summary: samples=100 offset_avg_cycles=-17647268315.810 offset_avg_us=-176472683.158 latency_avg_cycles=15083962.770 offset_min=-17661915402 offset_max=-17613901602
