ivc_id=0 max_peers=2 peer_id=0 target_peer=1 out_sec_size=4096 counter=stable-counter freq=100000000
seq,t1,t2,t3,t4,offset_cycles,latency_cycles,offset_us,latency_us
29,14705339729,7258245625,7258245631,14745232242,-7467040357,19946253,-74670403.570,199462.530
30,14745338141,7302249549,7302249557,14789235789,-7465037412,21948820,-74650374.120,219488.200
31,14789341690,7303244501,7303244508,14790231550,-7486542115,444926,-74865421.150,4449.260
32,14790337412,7309244680,7309244689,14796231576,-7484039809,2947077,-74840398.090,29470.770
33,14796337478,7360240432,7360240440,14847226760,-7461541683,25444637,-74615416.830,254446.370
34,14847332727,7402248740,7402248749,14889234910,-7466035074,20951087,-74660350.740,209510.870
35,14889340888,7411240290,7411240298,14898226478,-7482543389,4442791,-74825433.890,44427.910
36,14898332369,7412255988,7412255997,14899242064,-7486531224,454843,-74865312.240,4548.430
37,14899347957,7432281726,7432281732,14919267870,-7477026184,9959953,-74770261.840,99599.530
38,14919373762,7440240746,7440240755,14927226889,-7483059575,3926559,-74830595.750,39265.590
39,14927332781,7502248745,7502248754,14989234977,-7456035129,30951093,-74560351.290,309510.930
40,14989340888,7562250025,7562250032,15049236257,-7457038544,29947681,-74570385.440,299476.810
41,15049342188,7563256027,7563256036,15050242083,-7486536104,449943,-74865361.040,4499.430
42,15050348012,7583220491,7583220500,15070206617,-7477056819,9929298,-74770568.190,99292.980
43,15070312469,7602248723,7602248729,15089234723,-7477524870,9461124,-74775248.700,94611.240
44,15089342386,7683231661,7683231668,15170217865,-7446548461,40437736,-74465484.610,404377.360
45,15170323789,7702248648,7702248655,15189234798,-7477530642,9455501,-74775306.420,94555.010
46,15189340733,7783247366,7783247374,15270235727,-7446540860,40447493,-74465408.600,404474.930
47,15270341621,7802248521,7802248527,15289234660,-7477539616,9446516,-74775396.160,94465.160
48,15289340530,7803249032,7803249041,15290235110,-7486538783,447285,-74865387.830,4472.850
49,15290340990,7902248825,7902248835,15389235034,-7437539182,49447017,-74375391.820,494470.170
50,15389340978,7970249723,7970249733,15457235908,-7453038715,33947460,-74530387.150,339474.600
51,15457341816,7971256185,7971256193,15458242253,-7486535845,450214,-74865358.450,4502.140
52,15458348104,7991232095,7991232104,15478218251,-7477051078,9935069,-74770510.780,99350.690
53,15478324112,8002248632,8002248640,15489234668,-7481530754,5455274,-74815307.540,54552.740
54,15489340586,8091248324,8091248331,15578236355,-7442540143,44447881,-74425401.430,444478.810
55,15578342286,8091520820,8091520827,15578506906,-7486903772,82306,-74869037.720,823.060
56,15578612736,8102248687,8102248692,15589234701,-7481675029,5310980,-74816750.290,53109.800
57,15589340639,8191253833,8191253840,15678240037,-7442536501,44449695,-74425365.010,444496.950
58,15678345981,8202248697,8202248706,15689234854,-7481541716,5444432,-74815417.160,54444.320
59,15689340788,8203248915,8203248924,15690234976,-7486538962,447089,-74865389.620,4470.890
60,15690340879,8223176365,8223176374,15710162470,-7477075305,9910791,-74770753.050,99107.910
61,15710268374,8302248778,8302248784,15789234789,-7447502800,39483204,-74475028.000,394832.040
62,15789340695,8378249745,8378249752,15865236056,-7449038627,37947677,-74490386.270,379476.770
63,15865341992,8379256125,8379256134,15866242213,-7486535973,450106,-74865359.730,4501.060
64,15866348088,8399229153,8399229162,15886215369,-7477052571,9933636,-74770525.710,99336.360
65,15886321321,8402248691,8402248700,15889234707,-7485529318,1456688,-74855293.180,14566.880
66,15889340616,8497252127,8497252135,15984238248,-7439537301,47448812,-74395373.010,474488.120
67,15984344208,8498256139,8498256148,15985242221,-7486537071,449002,-74865370.710,4490.020
68,15985348122,8502248749,8502248759,15989234778,-7485042696,1943323,-74850426.960,19433.230
69,15989340667,8518159392,8518159399,16005145553,-7479083714,7902439,-74790837.140,79024.390
70,16005251432,8518332759,8518332768,16005318721,-7486952313,33640,-74869523.130,336.400
71,16005424607,8602239973,8602239982,16089226315,-7445085483,41900849,-74450854.830,419008.490
72,16089332242,8603256058,8603256067,16090242121,-7486531119,454935,-74865311.190,4549.350
73,16090348018,8613245836,8613245844,16100232260,-7482044299,4942117,-74820442.990,49421.170
74,16100338196,8702249605,8702249614,16189235864,-7442537420,44448829,-74425374.200,444488.290
75,16189341840,8712244913,8712244920,16199231601,-7482041804,4944877,-74820418.040,49448.770
76,16199337527,8713244464,8713244475,16200231573,-7486540080,447017,-74865400.800,4470.170
77,16200337463,8723244647,8723244657,16210231643,-7482039901,4947085,-74820399.010,49470.850
78,16210337501,8802249601,8802249609,16289235590,-7447536940,39449040,-74475369.400,394490.400
79,16289341569,8839245101,8839245108,16326232217,-7468541788,18445320,-74685417.880,184453.200
80,16326338145,8840244618,8840244628,16327232036,-7486540467,446940,-74865404.670,4469.400
81,16327337902,8860198181,8860198190,16347184348,-7477062939,9923218,-74770629.390,99232.180
82,16347290260,8890248670,8890248677,16377241163,-7472017038,14975448,-74720170.380,149754.480
83,16377347058,8890555669,8890555677,16377541663,-7486888687,97298,-74868886.870,972.980
84,16377647497,8896224326,8896224335,16383210454,-7484204645,2781474,-74842046.450,27814.740
85,16383316417,8902249402,8902249409,16389235449,-7484026527,2959512,-74840265.270,29595.120
86,16389341343,8941245202,8941245209,16428232221,-7467541576,19445435,-74675415.760,194454.350
87,16428338127,8942244600,8942244609,16429231666,-7486540292,446765,-74865402.920,4467.650
88,16429339069,8962197251,8962197260,16449183500,-7477064029,9922211,-74770640.290,99222.110
89,16449289429,8992248629,8992248636,16479240640,-7472016402,14975602,-74720164.020,149756.020
90,16479346626,8992548408,8992548416,16479534378,-7486892090,93872,-74868920.900,938.720
91,16479640230,8998077198,8998077206,16485063227,-7484274526,2711494,-74842745.260,27114.940
92,16485169104,9002249414,9002249420,16489235530,-7484952900,2033210,-74849529.000,20332.100
93,16489341451,9043245186,9043245192,16530232280,-7466541676,20445411,-74665416.760,204454.110
94,16530338334,9044244522,9044244533,16531231600,-7486540439,446627,-74865404.390,4466.270
95,16531337522,9064195992,9064196001,16551182228,-7477063878,9922348,-74770638.780,99223.480
96,16551288213,9094244778,9094244786,16581231743,-7472015196,14971761,-74720151.960,149717.610
97,16581337676,9102249483,9102249492,16589235584,-7483037142,3948949,-74830371.420,39489.490
98,16589341497,9136244689,9136244697,16623231507,-7470041809,16945001,-74700418.090,169450.010
99,16623337436,9145240782,9145240791,16632226987,-7482541425,4444771,-74825414.250,44447.710
100,16632332899,9146255925,9146255933,16633242018,-7486531529,454555,-74865315.290,4545.550
summary: samples=100 offset_avg_cycles=-7472850047.200 offset_avg_us=-74728500.472 latency_avg_cycles=14136430.060 offset_min=-7486952313 offset_max=-7437539182
