ivc_id=0 max_peers=2 peer_id=0 target_peer=1 out_sec_size=4096 counter=stable-counter freq=100000000
seq,t1,t2,t3,t4,offset_cycles,latency_cycles,offset_us,latency_us
66,28917536558,11285189126,11285189132,28947541388,-17647349844,15002412,-176473498.440,150024.120
67,28947647180,11301193832,11301193841,28963546009,-17654402758,7949410,-176544027.580,79494.100
68,28963651933,11336189465,11336189473,28998541735,-17644907365,17444897,-176449073.650,174448.970
69,28998647628,11337185017,11337185026,28999537264,-17661907424,444813,-176619074.240,4448.130
70,28999643113,11357067787,11357067795,29019420051,-17652463791,9888465,-176524637.910,98884.650
71,29019525933,11387189070,11387189076,29049541402,-17647344594,15007731,-176473445.940,150077.310
72,29049647350,11401193954,11401193963,29063546251,-17655402842,6949446,-176554028.420,69494.460
73,29063652040,11438189548,11438189554,29100541922,-17643907430,18444938,-176439074.300,184449.380
74,29100647823,11439184959,11439184968,29101537211,-17661907553,444689,-176619075.530,4446.890
75,29101642986,11459072682,11459072688,29121424998,-17652461307,9891003,-176524613.070,98910.030
76,29121530999,11489189053,11489189059,29151541438,-17647347162,15005216,-176473471.620,150052.160
77,29151647297,11501193791,11501193801,29163546056,-17656402880,5949374,-176564028.800,59493.740
78,29163651923,11540189561,11540189568,29202541915,-17642907354,19444992,-176429073.540,194449.920
79,29202647867,11541185099,11541185109,29203537269,-17661907464,444696,-176619074.640,4446.960
80,29203643070,11561074082,11561074089,29223426324,-17652460611,9891623,-176524606.110,98916.230
81,29223532155,11591189086,11591189094,29253541400,-17647347687,15004618,-176473476.870,150046.180
82,29253647189,11601193891,11601193900,29263546115,-17657402756,4949458,-176574027.560,49494.580
83,29263651939,11642190037,11642190043,29304542440,-17641907149,20445247,-176419071.490,204452.470
84,29304649937,11643184977,11643184986,29305537236,-17661908605,443645,-176619086.050,4436.450
85,29305643150,11663061265,11663061272,29325413432,-17652467022,9885137,-176524670.220,98851.370
86,29325519238,11693189067,11693189075,29355541413,-17647341254,15011083,-176473412.540,150110.830
87,29355647302,11701193846,11701193857,29363546120,-17658402859,3949403,-176584028.590,39494.030
88,29363651946,11744189336,11744189344,29406541764,-17640907515,21444905,-176409075.150,214449.050
89,29406647584,11745185157,11745185166,29407537431,-17661907346,444919,-176619073.460,4449.190
90,29407643327,11765072759,11765072766,29427424985,-17652461393,9890825,-176524613.930,98908.250
91,29427530893,11795189040,11795189046,29457541327,-17647347067,15005214,-176473470.670,150052.140
92,29457647186,11801193727,11801193737,29463545869,-17659402795,2949336,-176594027.950,29493.360
93,29463651684,11846189308,11846189314,29508541739,-17639907400,22445024,-176399074.000,224450.240
94,29508647675,11847185275,11847185284,29509537463,-17661907289,444889,-176619072.890,4448.890
95,29509643357,11867085299,11867085305,29529437541,-17652455147,9897089,-176524551.470,98970.890
96,29529543455,11897189141,11897189147,29559541484,-17647353325,14999011,-176473533.250,149990.110
97,29559647302,11901193813,11901193823,29563546095,-17660402880,1949391,-176604028.800,19493.910
98,29563651880,11948189673,11948189680,29610541924,-17638907225,23445018,-176389072.250,234450.180
99,29610647779,11949185027,11949185038,29611537172,-17661907443,444691,-176619074.430,4446.910
100,29611643009,11969070509,11969070515,29631422862,-17652462423,9889923,-176524624.230,98899.230
summary: samples=100 offset_avg_cycles=-17650826959.430 offset_avg_us=-176508269.594 latency_avg_cycles=11525318.480 offset_min=-17662285683 offset_max=-17620942388
